[2025-08-23 01:28:15] [INFO    ] discord.client: logging in using static token
[2025-08-23 01:29:38] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-08-23 01:29:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-23 01:30:19] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-08-23 01:30:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-23 01:31:00] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-08-23 01:31:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-23 01:31:42] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-08-23 01:31:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-23 01:32:23] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-08-23 01:32:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-23 01:33:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-08-23 01:33:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
